"","Parameter","If other","Unit","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Inoculated / Contact","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Remarks","Reference","doi","Filled in by:"
"245","Infectious period",NA,"days",NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Le Menach et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"246","Infectious period",NA,"days",NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,7.47,7.2,7.8,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Boender et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"247","Infectious period",NA,"days",NA,"Avian Influenza",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bos et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"248","Infectious period",NA,"days",NA,"Avian Influenza","H7N7","Chickens and turkeys",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bos et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"249","Infectious period",NA,"days",NA,"Avian Influenza","H7N7","Chickens, ducks and turkeys",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Backer et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"250","Infectious period",NA,"days",NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Seymour et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"251","Infectious period",NA,"days",NA,"Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,11.78,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"252","Infectious period",NA,"days",NA,"Avian Influenza",NA,NA,NA,NA,NA,NA,NA,NA,7.69,5.88,11.11,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Gonzales et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"253","Infectious period",NA,"days",NA,"Avian Influenza","H7N3","Chickens",NA,NA,NA,NA,NA,NA,9.09,6.25,20,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Gonzales et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"254","Infectious period",NA,"days",NA,"Avian Influenza",NA,NA,NA,NA,NA,NA,NA,NA,3.95,3.76,4.13,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Li et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"255","Infectious period",NA,"days",NA,"Avian Influenza","H7N9","Chickens",NA,NA,NA,NA,NA,NA,5.94,5.9,3.02,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Li et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"256","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens, ducks and geese",NA,NA,NA,NA,NA,NA,8.5,7.6,9.4,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"257","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Marquetoux et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"258","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,4.74,3.84,5.91,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"259","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,9.1,7.29,11.21,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"260","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Delabouglise et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"261","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Delabouglise et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"262","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens and ducks",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Kim et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"263","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens and ducks",NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Kim et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"264","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Kim & Cho","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"265","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Kim & Cho","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"266","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hill et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"267","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hill et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"268","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Ssematimba et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"269","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens and turkeys",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"270","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Salvador et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"271","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Salvador et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"272","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens and ducks",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Lee et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"273","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens and ducks",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Lee et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"274","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens, ducks and quails",NA,NA,NA,NA,NA,NA,5.87,1,12.85,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Yoo et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"275","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens, ducks and quails",NA,NA,NA,NA,NA,NA,5.98,1,12.94,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Yoo et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"276","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Galliformes and palmipeds",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Andronico et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"277","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Chickens, turkeys and others",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Dorigatti et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"278","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Smith & Dunipace","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"279","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Smith & Dunipace","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"280","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Stegeman et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"281","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Le Menach et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"282","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Boender et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"283","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bavinck et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"284","Incubation period",NA,NA,NA,"Avian Influenza",NA,"Poultry",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bavinck et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA"
"285","Latent period",NA,"months","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,24,15,34,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"286","Latent period",NA,"months","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,13.3,4,27,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"287","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,22,14,12,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"288","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,41,30,54,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"289","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,1.8,0,7.7,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"290","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,28,1,119,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"291","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,275,24,517,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"292","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"293","Other","time from infection to detection","days","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,44,14,44,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"294","Other","time from detection to infectious","months","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,6,3,9,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"295","Other","time from detection to infectious","months","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,8.3,6.3,25,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"296","Other","time from detection to infectious","months","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"297","Other","time from detection to infectious","months","Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,35.6,3,35.6,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014","https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
