"","Parameter","If other","Unit","Type of infectious disease model","Mixing","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Seeder / Inoculated vaccinated","Contact vaccinated","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Estimation method","Remarks","Reference","doi","Filled in by:","ParameterType","Inoculated / Contact","Material","Test Type","study","Type of sample","Type of study","Time period","Country","Sampling purpose","Information level","Control pogramm in place","Type of programme","Coverage (regional/national)","Country status for the disease","Control plan type","Last updated","Link","Type","Table","Term","Explanation...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","Explanation...59","Denote major changes to the template in this sheet","...61","...62","Transmission Parameters","Latent/incubation","Pathogen Survival","Diagnostic","Within Herd prevalence","Regional Prevalence","Control Programme"
"191","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H5Nx","Poultry",NA,NA,NA,NA,NA,NA,NA,1.887e-08,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Chen et al","https://doi.org/10.1186/s13567-023-01219-31","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N1","Chickens, turkeys and others",NA,NA,NA,NA,NA,NA,NA,9e-04,5e-04,0.013,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Dorigatti et al","https://doi.org/10.1186/s13567-023-01219-32","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N1","Chickens, turkeys and others",NA,NA,NA,NA,NA,NA,NA,0.0155,0.078,0.232,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Dorigatti et al","https://doi.org/10.1186/s13567-023-01219-32","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N3","Poultry",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Smith & Dunipace","https://doi.org/10.1186/s13567-023-01219-33","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N3","Poultry",NA,NA,NA,NA,NA,NA,NA,0.00238,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Smith & Dunipace","https://doi.org/10.1186/s13567-023-01219-33","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,0.17,0.1,0.2,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Stegeman et al","https://doi.org/10.1186/s13567-023-01219-34","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,0.47,0.3,0.7,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Stegeman et al","https://doi.org/10.1186/s13567-023-01219-34","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Le Menach et al","https://doi.org/10.1186/s13567-023-01219-35","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,0.336,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Le Menach et al","https://doi.org/10.1186/s13567-023-01219-35","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,0.002,0.0012,0.0039,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Boender et al","https://doi.org/10.1186/s13567-023-01219-36","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,0.00017,0.00015,2e-04,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Bavinck et al","https://doi.org/10.1186/s13567-023-01219-37","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N7","Chickens and turkeys",NA,NA,NA,NA,NA,NA,NA,4.5,2.68,7.57,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Bos et al","https://doi.org/10.1186/s13567-023-01219-38","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Transmission parameter","within farm",NA,NA,NA,NA,"Avian Influenza","H7N7","Chickens, ducks and turkeys",NA,NA,NA,NA,NA,NA,NA,1.9,0.61,8.1,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Backer et al","https://doi.org/10.1186/s13567-023-01219-39","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Transmission parameter","between farm",NA,NA,NA,NA,"Avian Influenza","H7N7","Chickens, ducks and turkeys",NA,NA,NA,NA,NA,NA,NA,0.0039,0.0023,0.0076,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Backer et al","https://doi.org/10.1186/s13567-023-01219-39","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,NA,0.6,0.4,1,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-41","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,NA,3.9,1.2,5.8,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-41","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.45,0.55,NA,NA,NA,NA,NA,NA,"Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N3","Chickens",NA,NA,NA,NA,NA,NA,NA,0.72,0.68,0.77,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Gonzales et al","https://doi.org/10.1186/s13567-023-01219-42","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.21,0.23,NA,NA,NA,NA,NA,NA,"Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N9","Chickens",NA,NA,NA,NA,NA,NA,NA,0.49,0.47,0.51,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Li et al","https://doi.org/10.1186/s13567-023-01219-43","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15e-10,NA,NA,NA,NA,NA,NA,NA,NA,"Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N9","Poultry",NA,NA,NA,NA,NA,NA,NA,1.992e-09,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Bai et al","https://doi.org/10.1186/s13567-023-01219-44","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Transmission parameter",NA,NA,NA,NA,NA,"Avian Influenza","H7N9","Poultry",NA,NA,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2022 Systematic Review","Zhu et al","https://doi.org/10.1186/s13567-023-01219-45","TV/AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Basic reproduction number",NA,NA,"SEIR model",NA,"Field","Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,NA,12.8,9.2,17.2,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14675","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Basic reproduction number",NA,NA,"GLM",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,0.96,0.72,1.2,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14676","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Basic reproduction number",NA,NA,"GLM",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,0.96,0.86,1.07,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14677","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Basic reproduction number",NA,NA,"GLM",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,0.87,0.63,1.58,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14678","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Basic reproduction number",NA,NA,"GLM",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,0.89,0.57,0.97,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14679","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Basic reproduction number",NA,NA,"GLM",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,0.85,0.77,1.02,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14680","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Basic reproduction number",NA,NA,"GLM",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,0.94,0.6,1.28,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ssematimba et al.","https://doi.org/10.1111%2Ftbed.14681","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Basic reproduction number",NA,NA,"Time-rooted phylodynamic evolutionary model",NA,"Field","Avian Influenza","H5N2, H5N8","Poultry",NA,NA,NA,NA,NA,NA,NA,0.94,0.58,1.3,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Grear et al.","https://doi.org/10.1111%2Ftbed.14682","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Basic reproduction number",NA,NA,"Time-rooted phylodynamic evolutionary model",NA,"Field","Avian Influenza","H5N2, H5N8","Poultry",NA,NA,NA,NA,NA,NA,NA,0.9,0.48,1.34,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Grear et al.","https://doi.org/10.1111%2Ftbed.14683","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Basic reproduction number",NA,NA,"Time-rooted phylodynamic evolutionary model",NA,"Field","Avian Influenza","H5N2, H5N8","Poultry",NA,NA,NA,NA,NA,NA,NA,0.97,0.57,1.39,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Grear et al.","https://doi.org/10.1111%2Ftbed.14684","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Basic reproduction number",NA,NA,"SIR model",NA,"Experimental","Avian Influenza","H5N1","Ducks",NA,NA,NA,NA,NA,NA,NA,14.9,7.2,30.8,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Niqueux et al.","https://doi.org/10.1111%2Ftbed.14685","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Basic reproduction number",NA,NA,"SIR model",NA,"Experimental","Avian Influenza","H5N2","Ducks",NA,NA,NA,NA,NA,NA,NA,15.6,7.4,32.7,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Niqueux et al.","https://doi.org/10.1111%2Ftbed.14686","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Basic reproduction number",NA,NA,"SIR model",NA,"Experimental","Avian Influenza","H5N3","Ducks",NA,NA,NA,NA,NA,NA,NA,5.5,2.7,11.3,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Niqueux et al.","https://doi.org/10.1111%2Ftbed.14687","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Basic reproduction number",NA,NA,"SI model",NA,"Experimental","Avian Influenza","H7N1","Turkeys",NA,NA,NA,NA,NA,NA,NA,3.01,2.2,4,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Saenz et al.","https://doi.org/10.1111%2Ftbed.14688","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Basic reproduction number",NA,NA,"SI model",NA,"Experimental","Avian Influenza","H7N1","Turkeys",NA,NA,NA,NA,NA,NA,NA,15.3,11.8,19.7,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Saenz et al.","https://doi.org/10.1111%2Ftbed.14689","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza","H7N1, H7N3","Turkeys",NA,NA,NA,NA,NA,NA,NA,5.5,3.4,18.3,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14690","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza",NA,"Turkeys",NA,NA,NA,NA,NA,NA,NA,3.7,2.9,5.4,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14692","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza",NA,"Turkeys",NA,NA,NA,NA,NA,NA,NA,5.2,3.4,14.4,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14693","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza",NA,"Turkeys",NA,NA,NA,NA,NA,NA,NA,5.7,3.3,20.5,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14694","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza",NA,"Turkeys",NA,NA,NA,NA,NA,NA,NA,4.2,3.1,7.4,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14695","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza",NA,"Turkeys",NA,NA,NA,NA,NA,NA,NA,6.6,3.7,18.7,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14696","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Basic reproduction number",NA,NA,"Final size, Bayesian hierarchical model",NA,"Field","Avian Influenza",NA,"Turkeys",NA,NA,NA,NA,NA,NA,NA,7,3.6,21.8,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Comin et al.","https://doi.org/10.1111%2Ftbed.14697","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Basic reproduction number",NA,NA,"Nearest infectious neighbour (Euclidean distance)",NA,"Field","Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,2.14,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Ward et al.","https://doi.org/10.1111%2Ftbed.14698","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
