"parameter","if_other","unit","scale","study_type","pathogen","variant_strain","host","host_type","host_breed","host_age","host_other","inoculated_contact","vaccine","value","lower_cl","upper_cl","estimation_type","estimation_method","remarks","ref_short","year","ref","filled_by"
"Infectious period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,7.47,7.2,7.8,"Frequentist","Calculated","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Boender et al., 2007",2007,"https://doi.org/10.1371/journal.pcbi.0030071","TV/AA/SL"
"Infectious period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry","Commercial",NA,NA,NA,NA,NA,7.8,NA,NA,"Frequentist","Calculated",NA,"Bavinck et al., 2009",2009,"https://doi.org/10.1016/j.prevetmed.2008.10.007","SL"
"Infectious period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry","Backyard",NA,NA,NA,NA,NA,7.1,NA,NA,"Frequentist","Calculated",NA,"Bavinck et al., 2009",2009,"https://doi.org/10.1016/j.prevetmed.2008.10.007","SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","HPAI H7N7","Chickens, Ducks, Turkeys",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Backer et al., 2015",2015,"https://doi.org/10.1016/j.prevetmed.2015.06.006","TV/AA/SL"
"Infectious period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,6.4,NA,NA,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Seymour et al., 2021",2021,"https://doi.org/10.1111/rssc.12515","TV/AA/SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H5N2","Turkeys","Broilers",NA,NA,NA,NA,NA,11.78,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Bonney et al., 2021",2021,"https://doi.org/10.1038/s41598-021-81254-z","TV/AA/SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N9","Chickens",NA,NA,NA,NA,NA,NA,3.95,NA,NA,"Bayesian","SMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Li et al., 2017",2017,"https://doi.org/10.2807/1560-7917.es.2017.22.7.30462","TV/AA/SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N9","Chickens",NA,NA,NA,NA,NA,NA,5.69,NA,NA,"Bayesian","SMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Li et al., 2017",2017,"https://doi.org/10.2807/1560-7917.es.2017.22.7.30462","TV/AA/SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N9","Chickens",NA,NA,NA,NA,NA,NA,5.94,NA,NA,"Bayesian","SMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Li et al., 2017",2017,"https://doi.org/10.2807/1560-7917.es.2017.22.7.30462","TV/AA/SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N9","Chickens",NA,NA,NA,NA,NA,NA,5.6,NA,NA,"Bayesian","SMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Li et al., 2017",2017,"https://doi.org/10.2807/1560-7917.es.2017.22.7.30462","TV/AA/SL"
"Infectious period",NA,"days","Individual bird","Field","Avian Influenza","LPAI H7N9","Chickens",NA,NA,NA,NA,NA,NA,5.29,NA,NA,"Bayesian","SMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Li et al., 2017",2017,"https://doi.org/10.2807/1560-7917.es.2017.22.7.30462","TV/AA/SL"
"Incubation period",NA,"days","Tambon","Field","Avian Influenza","HPAI H5N1","Chickens, Ducks, Geese",NA,NA,NA,NA,NA,NA,8.5,7.6,9.4,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Walker et al., 2012",2012,"https://doi.org/10.1098/rsif.2012.0022","TV/AA/SL"
"Incubation period",NA,"days","Subdistrict","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Marquetoux et al., 2012",2012,"https://doi.org/10.1016/j.prevetmed.2012.01.021","TV/AA/SL"
"Incubation period",NA,"days","Commune","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,5.87,4.59,7.4,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Walker et al., 2010",2010,"https://doi.org/10.1371/journal.pcbi.1000683","TV/AA/SL"
"Incubation period",NA,"days","Commune","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,4.74,3.84,5.91,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Walker et al., 2010",2010,"https://doi.org/10.1371/journal.pcbi.1000683","TV/AA/SL"
"Incubation period",NA,"days","Commune","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,9.1,7.29,11.21,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Walker et al., 2010",2010,"https://doi.org/10.1371/journal.pcbi.1000683","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Delabouglise et al., 2017",2017,"https://doi.org/10.1038/s41598-017-06244-6","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Delabouglise et al., 2017",2017,"https://doi.org/10.1038/s41598-017-06244-6","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Chickens",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim et al., 2010",2010,"https://doi.org/10.1186/1471-2334-10-236","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Ducks",NA,NA,NA,NA,NA,NA,7.2,NA,NA,"Frequentist","Least squares","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim et al., 2010",2010,"https://doi.org/10.1186/1471-2334-10-236","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Chickens",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Ducks",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Other poultry species (not chickens, not ducks)",NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N8","Chickens",NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N8","Ducks",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N8","Other poultry species (not chickens, not ducks)",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Chickens",NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Ducks",NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Other poultry species (not chickens, not ducks)",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Kim & Cho, 2021",2021,"https://doi.org/10.3389/fvets.2021.597630","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Chickens","Layers, Broilers",NA,NA,NA,NA,NA,7,NA,NA,"Bayesian","DIC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Hill et al., 2017",2017,"https://doi.org/10.1186/s13567-023-01219-0","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N1","Poultry",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Ssematimba et al., 2018",2018,"https://doi.org/10.1111/tbed.12692","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N2","Chickens, Turkeys",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Bonney et al., 2018",2018,"https://doi.org/10.1371/journal.pone.0204262","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Chickens, Ducks, Quails",NA,NA,NA,NA,NA,NA,5.87,1,12.85,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Yoo et al., 2021",2021,"https://doi.org/10.1038/s41598-021-03284-x","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Chickens, Ducks, Quails",NA,NA,NA,NA,NA,NA,5.89,1.01,12.87,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Yoo et al., 2021",2021,"https://doi.org/10.1038/s41598-021-03284-x","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Chickens, Ducks, Quails",NA,NA,NA,NA,NA,NA,5.9,1,12.88,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Yoo et al., 2021",2021,"https://doi.org/10.1038/s41598-021-03284-x","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N6","Chickens, Ducks, Quails",NA,NA,NA,NA,NA,NA,5.98,1,12.94,"Bayesian","MCMC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Yoo et al., 2021",2021,"https://doi.org/10.1038/s41598-021-03284-x","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H5N8","Galliformes, Palmipeds",NA,NA,NA,NA,NA,NA,7,NA,NA,"Bayesian","DIC","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Andronico et al., 2019",2019,"https://doi.org/10.1016/j.epidem.2019.03.006","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N1","Chickens, Turkeys, Others",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Dorigatti et al., 2010",2010,"https://doi.org/10.1016/j.epidem.2010.01.002","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Stegeman et al., 2004",2004,"https://doi.org/10.1086/425583","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Le Menach et al., 2006",2006,"https://doi.org/10.1098/rspb.2006.3609","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Boender et al., 2007",2007,"https://doi.org/10.1371/journal.pcbi.0030071","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Bavinck et al., 2009",2009,"https://doi.org/10.1016/j.prevetmed.2008.10.007","TV/AA/SL"
"Incubation period",NA,"days","Farm","Field","Avian Influenza","HPAI H7N7","Poultry",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,"Assumed","Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review https://doi.org/10.1186/s13567-023-01219-0","Bavinck et al., 2009",2009,"https://doi.org/10.1016/j.prevetmed.2008.10.007","TV/AA/SL"
"Latent period",NA,"months",NA,"Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,24,15,34,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014",2014,"https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"Latent period",NA,"months",NA,"Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,13.3,4,27,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014",2014,"https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"Other","time from infection to detection","days",NA,"Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,22,14,12,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014",2014,"https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"Other","time from infection to detection","days",NA,"Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,41,30,54,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014",2014,"https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
"Other","time from infection to detection","days",NA,"Review","Bovine Tuberculosis",NA,NA,NA,NA,NA,NA,NA,NA,1.8,0,7.7,NA,NA,"the methodological approaches used to model bTB and published in the peer-reviewed literature in the last decades were reviewed with a focus on the impact that the models’ assumptions may have had on their results, such as the assumption of density vs. frequency-dependent transmission, the existence of non-infectious and non-detectable stages, and the effect of extrinsic sources of infection (usually associated with wildlife reservoirs).","Alvarez et al., 2014",2014,"https://doi.org/10.1016/j.rvsc.2014.04.009","AA"
